题朱赏门（宋·绍兴卜者）　　七言绝句　押灰韵	涧水涓涓绕洞崖，洞边时有小桃开。四边环合疑无路，为问东风何处来。
题观音石壁（宋·绍兴卜者）　　七言绝句　押微韵	金紫玉青世所稀，牡丹花下探天机。仙游秀水真消息，身傍御炉香满衣①。
