山月池（宋·朱应龙）　　五言绝句　押尤韵	池底看明月，明月在山头。清光连上下，分作两轮秋。
菊坡（宋·朱应龙）　　五言绝句　押支韵	口有绮语债，长咏菊坡诗。最好重阳景，鸡肥酒熟时①。
