赋虹霓（宋·释智嵩）　　七言绝句　押萧韵	水染青红带一条，和云和雨系天腰。玉皇为厌皇宫倦，故筑空中万丈桥①。
三玄偈三首（宋·释智嵩）	须用直须用，心意莫定动。三岁师子吼，十方没狐种。
