句（宋·释本逸）　　押青韵	有时放步东湖上，与僧遥指远山青。
偈三首（宋·释本逸）	开口是，合口是，眼下无妨更著鼻。开口错，合口错，眼与鼻孔都拈却。佛也打，祖也打，真人面前不说假。佛也安，祖也安，衲僧肚皮似海宽。
