严峙钓台（宋·朱清）　　七言绝句	谁著羊裘探故人，客星炯炯照天文。严陵矶下桐江水，流到东山一色清。
瓜桥竞渡（宋·朱清）　　七言绝句　押先韵	东吴霸业已成然，渡口瓜畦泽未乾。为问曩时仙在否，何堪云树鹤蹁跹①。
