句（宋·释祖镜）　　押鱼韵	一池荷叶衣无尽，数树松花食有馀①。
偈（宋·释祖镜）　　押支韵	兰芳春谷菊秋篱，物必荣枯各有时。昔毁僧尼专奉道，后平道佞复僧尼。
