宣妙院上方（宋·刘正夫）　　五言绝句　押侵韵	水定浮春岫，鸦盘落远林。上方钟送夕，隐几兴何深①。
句（宋·刘正夫）　　押删韵	紫宸朝罢衮衣闲①。
