寿太师（宋·吴顺之）　　七言绝句　押文韵	尧舜垂衣明日月，皋夔论道际风云。须知天地生成德，间世真儒辅圣君。
寿太师 其七（宋·吴顺之）	当年崧岳降生申，底事先春五日期。要是穷冬正冰雪，斡回和气遍华夷。群生无路答升平，只有年年善颂声。长愿遥天无点翳，台星两两倍光明。
