游鸣山（宋·林芘）　　七言绝句　押先韵	杏花舞径乱红雨，麦浪涨空摇翠烟。十里清风寻小寺，快船如马水如天①。
观潮阁（宋·林芘）　　押尤韵	江山不受范，偃蹇散莫收。领略得要会，聚此百尺楼。霁色明千峰，斜阳带归舟。堪洗北客尘，似脱南冠囚。二子倚秋晚，岸巾送明眸。杯寒风景切，句落云烟愁。况我江海人，二顷亦易秋。百年鸥盟在，脱帻行当休①。
