新竹（宋·阙名）　　七言绝句　押寒韵	根露苍龙脊骨寒，叶盘丹凤尾梢端。风雷未化秋塘影，鱼鳖长猜是钓竿。
瑞香花（宋·阙名）　　七言绝句　押东韵	庐阜当年春睡浓，花名从此擅春工。紫葩四迸呈鲜粉，如爇仙香透锦笼。
