感时事作（宋·晁载之）　　七言绝句　押虞韵	森森月里栽丹桂，历历天边种白榆。虽未乘槎上霄汉，会须沈网取珊瑚①。
昭灵夫人祠（宋·晁载之）　　七言绝句　押青韵	杀翁分我一杯羹，龙种由来事杳冥。安用生儿作刘季，暮年无骨葬昭灵①。
