自题（宋·胡绾）　　七言绝句　押药韵	我为平易政不苛，无复遣人夺农作。看汝鼓腹乐太平，老瓦盆中盛酒酪①。
句（宋·胡绾）	楚王台榭荆榛里，屈指江山俎豆中（楚观亭）。
