齐山（宋·狄咸）　　七言绝句　押先韵	秋浦分光来郡阁，清溪送影落征船。翠微亭冠烟霞外，又遇携壶太守贤①。
句（宋·狄咸）　　押麻韵	旃檀归象魏，窣堵卧烟霞（蒋山寺）。
