涤斋（宋·赵雷）　　七言绝句　押佳韵	想象盘铭号涤斋，涤斋端得苦安排。清清流出源头水，浴德澄清未有涯。
书楼课子（宋·赵雷）　　七言绝句	云头月出倚楼看，老桂深深发广寒。底事嫦娥深爱惜，他年摘为少年簪①。
