梅花（宋·杨平洲）　　七言绝句　押东韵	支颐半睡月明中，仿佛仙人薄雾笼。唤起梦魂帘幕悄，天香自到不因风①。
红梅（宋·杨平洲）　　七言绝句　押真韵	谁将醉里春风面，换却平生玉雪身。赖得月明留瘦影，芳心香骨见天真①。
