题清晖楼二首（宋·留硕）　　七言绝句　押尤韵	万古龙涛山水窟，何人携向岭边州。朝来蜃气连城白，幻作恩平第一楼。
劝农三首（阳江）（宋·留硕）　　七言绝句　押庚韵	春风勾引出郊行，小队迢迢草路平。自笑田芜不归去，三千里外劝人耕。
