道岩（宋·方輗）　　七言绝句　押尤韵	太极岩图出道州，兹岩名道实相犹。元公图说兹岩具，好向岩中仔细求①。
里中张氏母出与邑宰母宴饯以诗（宋·方輗）	张氏母袁称寿星，生绍兴庚申今有百五龄。子孙耕稼食可饱，女妇纺织衣称情。白发既脱生黑发，耳目聪明长步行。五朝皇帝恩广大，一老平时身太平。乡里皆庆喜，县官问姓名。阖门漏屋下，上诣县官厅。太夫人之面可识，太夫人之堂可升①。即前再拜问起居，谢官下念田里氓。尊高年以长其长，凡为人子沸欢声。
