题黄休复茅亭（宋·任玠）　　七言绝句　押东韵	聚散荣枯一梦中，西归亲友半成空。唯馀大隐茅亭客，垂白论交有古风①。
句（宋·任玠）　　押轸韵	春风天远望不尽①。
