出郊即事（宋·朱子恭）　　七言绝句　押齐韵	水满牛耕犊后随，早田大半已翻犁。趁时浸谷清明近，次第秧针绿又齐。
招义驿（宋·朱子恭）　　七言绝句　押麻韵	霜林红叶趁桐花，路转崖根百尺斜。霁日断云成徙倚，湘南秋尽未还家①。
