题灵岩弄月池（宋·方慎言）　　七言绝句　押阳韵	偶宿天台白石房，夜深清话月移光。宦游难作重来约，一枕泉声老不忘①。
句（宋·方慎言）　　押侵韵	借问城中推妙手，谁能写得使君心①。
