辞众偈（宋·释法明）	平生醉里颠蹶，醉里却有分别。今宵酒醒何处，杨柳岸晓风残月①。
偈（宋·释法明）	资福别无所补，五日一参击鼓。何曾说妙谈玄，祇是粗言直语。甘草自来甜，黄连依旧苦。忽若鼻孔辽天，逢人切忌错举①。
