寄蒋世范（宋·彭景行）　　七言绝句　押庚韵	知命灰心况宠名，故求穷僻守孤城。举头但对青山色，近听唯闻绿水声。
句（宋·彭景行）　　押先韵	深爱城西向氏园，平川秀野好风烟①。
