赠潘用中（宋·黄氏女）　　七言绝句　押阳韵	栏杆閒倚日偏长，短笛无情苦断肠。安得身轻如燕子，随风容易到君傍。
又赠（宋·黄氏女）　　七言绝句	自从闻笛苦匆匆，魄散魂飞似梦中。最恨粉墙高几许，蓬莱弱水隔千重①。
