溪桥晚兴（宋·郑协）　　七言绝句　押先韵	寂寞亭基野渡边，春流平岸草芊芊。一川晚照人閒立，满袖杨花听杜鹃①。
钱塘晚望（宋·郑协）　　七言绝句　押歌韵	钱塘江上夜潮过，秋静寒烟白露多。吴越青山明月里，舟人齐唱异乡歌。
