遗徐禧（宋·释倚遇）　　五言绝句　押质韵	今年七十七，出行须择日。昨夜问龟哥，报道明朝吉①。
偈二首（宋·释倚遇）	春山青，春水绿，一觉南柯梦初足。携筇纵步出松门，是处桃英香馥郁。因思昔日灵云老，三十年来无处讨。如今竞爱摘杨花，红香满地无人扫。
