题象鼻岩（宋·张汝锴）　　七言绝句　押尤韵	曾入苍舒万斛舟，至今鼻准蘸清流。君王玉辂催行驾，安得身闲伴白鸥①。
广德村寺壁间次前尉王文昌韵（宋·张汝锴）　　押筱韵	世事反观俱了了，鴳鹏何大亦何小。木人起舞中郎拍，问著木人应不晓①。
