颂古十一首（宋·释智鉴）　　押真韵	土面灰头不染尘，华街柳巷乐天真。金鸡唱晓琼楼梦，一树华开浩劫春①。
偈（宋·释智鉴）　　押阳韵	世尊有密语，迦叶不覆藏。一夜落花雨，满城流水香①。
