寄弟子慧山偈（宋·释道琼）	口觜不中祥老子，爱向丛林鼓是非。分付雪峰山首座，为吾痛骂莫饶伊①。
颂古二首（宋·释道琼）　　押元韵	掩耳不及忽雷奔，天低尺五雨倾盆。叶随流水归何处，牛带寒鸦过别村。
