神移泉（宋·释惟岳）　　七言绝句　押先韵	岩头瀑布泻寒烟，井底澄清浸月圆。性水真空周法界，神从何处更移泉。
涵虚沼（宋·释惟岳）　　七言绝句　押鱼韵	碧虚涵沼沼涵虚，虚沼员同绝欠馀。夜月丽虚知是影，更谁临沼照蟾蜍①。
