访刘汉英（隐渔溪）（宋·赵与缗）　　七言绝句　押歌韵	无情岁月迅飞梭，却笑浮生虑更多。最羡君能寻旧业，半溪春雨一渔蓑①。
探禹穴感怀（宋·赵与缗）	神禹宏疏凿，流传山海经。披览未为足，时骑李白鲸。是日轻飙起，翛然天籁鸣。孤峰带江浙，突兀地轴横。振衣履绝顶，盘踞雄殿亭。群峰百里外，拱护赖众星。乃信王气钟，根深奕叶生。厥后卧薪者，会稽栖复兴。此义久懵懵，寂寞羞山陵。
