咏梅（宋·程瑞）　　五言绝句　押支韵	清浅溪桥水，高低篱外枝。这些风骨异，瘦尽古今诗①。
咏古（宋·程瑞）　　押真韵	博浪沙中力士，望仙桥下军人。古来忠胆一概，至今裂视二秦①。
