题桃源（宋·黄㽦）　　七言绝句　押灰韵	本自深村老圃来，偶分符竹到天台。漫山幸可容桃李，莫待刘郎去后栽①。
游石桥（宋·黄㽦）　　七言绝句　押先韵	横石圆峰岂偶然，上悬双瀑下澄渊。我来不为桥难过，待了区中未尽缘。
