题早春亭（宋·吴遵）　　七言绝句　押东韵	百里桑麻雨露同，溪山无地不春风。东风若问春来处，尽在门前桃李中①。
龙浔山（宋·吴遵）	危亭瞰碧虚，缥缈青林薄。坐久人不知，衣上云光落。绝构临层霄，虚窗动元气。晨兴苍莽间，诸峰在平地①。
