题庐陵义士传（宋·郭彦章）　　七言绝句　押青韵	淮海风回吹血腥，青原不改旧时青。中朝将帅论功赏，不及江南一白丁。
题新淦刘贞女传（宋·郭彦章）　　七言绝句　押豪韵	百年节义仗英豪，一死翻怜女子高。不敢高歌题卷上，转喉恐触旧官曹①。
