绝句（宋·沈清友）　　七言绝句　押东韵	昨天移棹泊垂虹，闲倚篷窗问钓翁。为底鲈鱼低价卖，年来朝市怕秋风。
句（宋·沈清友）	起家红蓼岸，传世绿蓑衣（渔夫）。
