明远楼（宋·程准）　　七言绝句　押歌韵	帆带暮云归别浦，崖拖秋色落澄波。天连尺五银河挽，月倍寻常玉镜磨①。
水调歌头（宋·程准）	船系钓台下，身寄碧云端。胸中千古风月，笔下助波澜。唤起羊裘仙魄，来伴蝉冠清影，星阁倚阑干。上想中兴事，名节重于山。濯沧浪，开玉鉴，照朱颜。平生多少英气，直欲斩楼兰。尽道诗书元帅，好作经纶上衮，勋业秉华丹。霄汉展鸾翼，雷雨震龙蟠。
