春阴（宋·吕夏卿）　　七言绝句　押元韵	海棠阴浅日黄昏，画阁轻寒绣被温。春梦醒来能记否，卖花声过忽开门①。
谒张相公祠（宋·吕夏卿）　　押元韵	天以伊皋生百越，力回尧舜作开元。波涛漏网鱼龙活，日月无光螮蝀昏。一自渔阳鼙鼓起，九重方忆老臣存①。
