颂古八首（宋·释元聪）　　押麻韵	释尊拈起枝花，分明勾贼破家。致令千古之下，儿孙逐恶随邪①。
临终辞众偈（宋·释元聪）　　押语韵	来未尝来，去未尝去。七十四年，月印寒渚①。
