知府伯常度支宿熙春台辄成拙诗上寄（宋·张纮）　　七言绝句　押灰韵	云藏雨意明还暗，水激溪声断复来。恨君不且留千骑，同折岩花对酒杯①。
句（宋·张纮）　　押先韵	时见空中飞八百，每闻岸上叫三千①。
