永安寺遇父老（宋·罗巩）　　七言绝句　押阳韵	复水横山清且长，弦歌亹亹过黉堂。相迎父老争冠带，自是泾川礼义乡①。
妙峰庵（宋·罗巩）	龙山僧舍多，亦自少佳处。妙峰正可人，正以深远故。我行困炎歊，肩舆特纡路。穿林入幽洞，木石尤怪古。飒飒清风来，忻然惬胜趣。耆阁有老禅，恨未款语晤。即对石莲池，一诵碧云句。
