客舍（宋·柴援）　　五言绝句　押支韵	只影寄空馆，萧然饥鹤姿。秋风北窗来，问我归何时①。
寄远（宋·柴援）　　七言绝句　押支韵	别时指我堂前柳，柳色青时望子时。今日柳绵吹欲尽，尚凭书去说相思。
