题北岩院（宋·王观国）　　七言绝句　押先韵	云岩乱石漱寒泉，通夕泉声到枕边。宛似昔年严濑口，五更风雨宿溪船①。
句（宋·王观国）　　押麻韵	雨昏兰芷湘君浦，烟锁沧浪渔父家①。
