寿傅守（宋·释若芬）　　七言绝句　押东韵	仙游舍人声建中，正论久矣排群雄。令子贤孙俱有耀，皇天两耳元非聋。
句（宋·释若芬）　　押寒韵	不是老僧亲写，晓来谁报平安（题画竹）。
