城阳祭祖（宋·许元）　　七言绝句　押尤韵	仙翁醉卧南山头，吸月餐霞听鸟讴。丹沼只今留旧迹，云孙千载荐春秋①。
句（宋·许元）　　押庚韵	芍药琼花应有恨，维扬新什独无名①。
