诗一首（宋·释慧日）　　七言绝句　押齐韵	溪绕茅堂山绕溪，溪山深处是真栖。山人若问西来意，云自高飞鸟自啼①。
哭云外老人（宋·释慧日）　　七言绝句　押萧韵	水天空阔竟忘遥，太白巍巍望九霄。面目俨然云雨外，孰云生死不同条①。
