和范公希文怀庆朔堂（宋·魏兼）　　七言绝句　押灰韵	使君去后堪思处，庆朔堂前独到来。桃李无言争不怨，满园红白为谁开①。
句（宋·魏兼）　　押删韵	茗泛绿云收北苑，稻炊红玉取西山①。
