澹山岩 其一（宋·张昭远）　　七言绝句　押萧韵	试将□①恳种青霄，遂话田畴万里焦。不是湫龙解兴雨，元来滴滴是心苗。
喜雨诗（宋·张昭远）　　七言绝句　押萧韵	试将丹恳□青霄，还话田畴万里焦。不是湫龙解兴雨，元来滴滴自心苗。
