题水弄山（宋·杨筠）　　七言绝句　押删韵	曲曲溪流叠叠山，稻塍高下路回环。晓暾初射林霏落，一道炊烟紫翠间①。
题石藤二夫人庙（宋·杨筠）　　七言绝句　押真韵	古藤阴锁石粼粼，死骨犹香庙像新。世上男儿轻失节，何颜祠下拜夫人①。
