偈（宋·释道圆）	不落不昧，僧俗本无忌讳。丈夫气宇如王，争受囊藏被盖。一条概栗任纵横，野狐跳入队。
颂（宋·释道圆）　　押删韵	不是风兮不是幡，白云依旧覆青山。年来老大浑无力，借得忙中些子闲①。
