偈二首（宋·释元妙）　　押庚韵	黄昏鸡报晓，半夜日头明。惊起雪狮子，瞠开红眼睛。
颂古二首（宋·释元妙）	万卷诗书，一时头角，才跨宗门，便施谋略。古归宗，真老作。只顾满弯弓，不知谁见双雕落。绝毫绝釐，如山如岳。堂堂气宇冠儒林，浩浩清风播寥廓①。
