留题南山（宋·时彦）　　七言绝句　押删韵	青松夹道英州路，终日千岩万壑间。唯是看山心不足，又携兵妓看南山①。
青门饮 寄宠人（宋·时彦）	胡马嘶风，汉旗翻雪，彤云又吐，一竿残照。古木连空，乱山无数，行尽暮沙衰草。星斗横幽馆，夜无眠、灯花空老。雾浓香鸭，冰凝泪烛，霜天难晓。长记晓妆才了，一杯未尽，离怀多少。醉里秋波，梦中朝雨，都是醒时烦恼。料有牵情处，忍思量、耳边曾道。甚时跃马归来，认得迎门轻笑。
