别袁昌州（宋·张孝芳）　　押纸韵	昌元古佳郡，比屋谈经史。山冈叠翠屏，溪濑泻清泚。蓄为灵秀质，磊落出髦士①。
句（宋·张孝芳）　　押支韵	三十六峰天与寄，云间只欠我题诗（储福宫）。
