金泉步虚台（宋·郑庭芳）　　七言绝句　押支韵	平生酷信退之诗，谢女仙踪颇自疑。不到步虚台下看，琼台瑶佩有谁知①。
句（宋·郑庭芳）　　押尤韵	洗笔池头烟淡淡，鸣琴台畔水悠悠（长卿别业）。
