彭城山（宋·徐兢）　　五言绝句　押删韵	高馆不知处，游人空往还。乱鸦残雪树，荒冢夕阳山①。
项亭（宋·徐兢）　　七言绝句　押庚韵	图秦争汉两无成，霸势先随玉斗倾。惟有乌江夜深浪，至今犹作楚歌声①。
