清虚庵（宋·查藻）　　七言绝句　押删韵	暂随风驭到人间，衣染天香响佩环。贝阙珠宫留不住，却携炉鼎隐庐山①。
句（宋·查藻）　　押寘韵	断碑最爱开元时，上有模糊五十字①。
