偶侍郡侯游群玉浪吟二绝聊记岁月时淳祐乙巳菊节前一日（宋·赵与泳）　　七言绝句　押删韵	玲珑奇石绕林间，屈曲高低未易攀。非斧非斤谁运巧，偏来琢就此蓬山。
麦秋劭农随侍郡侯杖屦获遂澹岩一游浪吟古句聊志岁月（宋·赵与泳）	玲珑岩窍高倚空，雾霭山巅气郁葱。征途倍喜憩美荫，石室况乃来清风。屈曲两门最虚敞，不斤不斧谁施工。眼高城郭喧嚣外，诗在烟云缥缈中。我来情思良不恶，尽洗朱墨尘埃胸。惜哉距城稍辽邈，归鞭未著心冲冲。天开地辟此岩峒，山谷品题名始穹。安能广作万间屋，震凌风雨皆帡幪。
