耕堂杂兴（宋·苏滨）　　七言绝句　押支韵	背乡不过五十日，世事如云逐段移。客里念家家念客，归来一似未行时①。
题金陵杂兴诗后（宋·苏滨）　　七言绝句　押支韵	六朝留寄多多恨，一士来歌百百诗。驱使春风游笔下，个中情景个中知①。
