归山（宋·释云林）　　七言绝句　押删韵	沧海尘生望不还，虚空粉碎步方艰。时人欲识今行履，一衲萧然云岭间。
答友（宋·释云林）　　七言绝句　押先韵	搔首何须更问天，此心灰尽不重然。休将琐琐尘寰事，换我山中枕石眠①。
