子猷访戴图（宋·谢幼谦）　　七言绝句	溪山雪夜本清奇，底事扁舟只凭归。谁识去来皆兴耳，归时更好似来时①。
酴唫（宋·谢幼谦）　　七言绝句　押东韵	香雪支离半坠风，柔条无奈不成丛。阿蛮如许风流骨，打困秋千细雨中①。
