琴（宋·周芝田）　　七言绝句　押支韵	膝上横陈玉一枝，此音唯独此心知。夜深断送鹤先睡，弹到空山月落时。
句（宋·周芝田）　　押文韵	淋漓满腹藏春雨，突兀半拳生晓云（石上两竹）。
