绝命词（宋·徐应镳）　　五言绝句　押文韵	二男并一女，随我上梯云。烈士甘焚死，丹心照紫雯①。
赠周孝子二首（宋·徐应镳）　　七言绝句　押先韵	卜吉崇岗思怆然，双魂同閟昼如年。山中细草初回碧，庐墓人啼血色鲜。
