题翠蛟亭（宋·赵汝諿）　　七言绝句　押庚韵	百丈寒蛟下翠庭，幽人相对觉风生。阑干小倚飞觞处，一曲松风乱雨声①。
大涤洞留题（宋·赵汝諿）　　七言绝句　押庚韵	坡老吟来今几龄，翠蛟飞舞若天成。栏干小倚挥觞处，最爱泉声乱雨声。
