绝句（宋·潇湘渔父）　　五言绝句　押庚韵	高枕形骸外，空江何限情。落叶不成调，半夜起秋声①。
歌一首（宋·潇湘渔父）　　七言绝句　押药韵	乾淳老人气岳岳，破冠穿履行带索。撑肠拄肚书万卷，临风欲言牙齿落①。
