哭祥兴帝二首（宋·马南宝）　　七言绝句　押萧韵	翔龙宫殿已蓬飘，此日伤心万国朝。目击崖门天地改，寸心难与海潮消。
游元兴寺（宋·马南宝）　　七言绝句　押灰韵	坐阅人间几劫灰，试从清浅问蓬莱。此山此水自古有，是佛是仙何处来①。
